2026-02-23,docs/deployment/EmeraldDeploymentAnalysis.md,modified,Updated §10 NetworkPolicies table with Egress column and dated lesson-learned callout
2026-02-23,AI/COMMANDS.sh,modified,Added Session H commands
2026-02-23,AI/CHANGES.csv,modified,Added Session H entries
2026-02-23,.github/copilot-instructions.md,modified,Updated Helm charts section: AVI VIP types / Internet-Ingress label / DNS split-tunneling from SDN Security Model
2026-02-23,docs/deployment/EmeraldDeploymentAnalysis.md,modified,Expanded Data Classification section with SDN model AVI VIP / Internet-Ingress / DNS tables
2026-02-23,AI/WORKLOG.md,modified,Appended Session H continued: SDN model findings and route investigation
2026-02-23,tenant-gitops-be808f/deploy/dsc-dev_values.yaml,modified,Changed route annotations dataclass-low → dataclass-medium (commit 5c98f54)
2026-02-23,tenant-gitops-be808f/deploy/dsc-dev_values.yaml,modified,Changed podLabels.DataClass Low → Medium (commit a78cd56)
2026-02-23,docs/deployment/EmeraldDeploymentAnalysis.md,modified,Updated AVI VIP table + added critical DataClass matching rule
2026-02-23,.github/copilot-instructions.md,modified,Updated DataClass guardrail block; dataclass-low marked DO NOT USE
2026-02-23,AI/WORKLOG.md,modified,Prepended Session I: route accessibility investigation
2026-02-23,AI/nextSteps.md,modified,Marked all Tier 0 deployment items done; prepended Session I history
2026-02-23,src/DSC.Api/Program.cs,modified,Fixed AdminOnly policy: added .AddAuthenticationSchemes(AdminToken) (commit b70933e)
2026-02-23,src/DSC.Data/Migrations/20260220113112_AddExpenseActivityFields.cs,modified,Removed duplicate CreateTable for CPC_Code/Director_Code/Reason_Code (commit 5f9da2b)
2026-02-23,src/DSC.Data/Migrations/20260220114900_AddUnionModel.cs,modified,Made no-op — Union table already in DB from MapJavaModel (commit cb8b937)
2026-02-23,src/DSC.Data/Migrations/20260220115442_AddUserIdToWorkItem.cs,modified,Made no-op — UserId column+index+FK already in DB from MapJavaModel (commit cb8b937)
2026-02-23,src/DSC.Data/Migrations/20260220115933_AddDepartmentUserModel.cs,modified,Made no-op — Department_User table already in DB (commit cb8b937)
2026-02-23,src/DSC.Data/Migrations/20260220120314_AddUserPositionModel.cs,modified,Made no-op — User_Position table already in DB (commit cb8b937)
2026-02-23,src/DSC.Data/Migrations/20260220120416_AddUserUserModel.cs,modified,Made no-op — User_User table already in DB (commit cb8b937)
2026-02-23,src/DSC.Data/Migrations/20260220120552_AddProjectActivityModel.cs,modified,Made no-op — Expense_Activity+Project_Activity tables already in DB (commit cb8b937)
2026-02-23,src/DSC.Data/Migrations/20260220213648_AddEstimatedHoursToProjectAssignment.cs,modified,Stripped to AlterColumn(ProjectId)+AddColumn(EstimatedHours) only — all other ops already in DB (commit cb8b937)
2026-02-23,AI/WORKLOG.md,modified,Prepended Session J: migration conflict resolution and login fix
2026-02-23,AI/nextSteps.md,modified,Prepended Session J: migration conflict resolution session history
2026-02-23,src/DSC.Api/Program.cs,modified,Added AdminRole policy (UserId scheme + RequireClaim role=Admin) alongside AdminOnly (commit 4dac9ff)
2026-02-23,src/DSC.Api/Controllers/Admin*Controller.cs (17 files),modified,Changed [Authorize(Policy = AdminOnly)] to AdminRole on all CRUD controllers (commit 4dac9ff)
2026-02-23,AI/WORKLOG.md,modified,Prepended Session K: admin pages 401 fix
2026-02-23,AI/nextSteps.md,modified,Prepended Session K history
2026-02-23,AI/COMMIT_INFO.txt,modified,Added Session K entry
2026-02-23,README.md,modified,Added Emerald deployment section (live URLs, seed command, test accounts) and updated docs table and authentication section
2026-02-23,docs/deployment/DEPLOYMENT_NEXT_STEPS.md,modified,Updated status to COMPLETE (2026-02-23); fixed DataClass Low→Medium references; marked all fast-path checklist items complete
2026-02-23,docs/deployment/EmeraldDeploymentAnalysis.md,modified,Added §16 DSC Deployment Learnings (DataClass/AVI, ASPNETCORE_ENVIRONMENT, two auth policies, EF Core migrations, seed endpoint); added 7 troubleshooting rows; renumbered Reference URLs to §17
